text,location_str,latitude,longitude,sentiment,sentiment_strength,confidence,neg_score,neu_score,pos_score,analysis_timestamp
"Another 22 COVID-19 related fatalities have been confirmed in Sri Lanka, raising the coronavirus death toll in the country to 14,720.
#SriLanka #lka #COVID19SL #COVID19LK #coronavirus #COVID19","Colombo, Sri Lanka",6.9388614,79.8542005,Negative,-0.8932,0.8985,0.8985,0.0962,0.0053,2025-12-05 13:26:52
"#Covid19, @Musumeci_Staff: «Bene Cdm, nuove misure in linea con quelle del mio governo» - https://t.co/HORPkfAER5

#Sicilia #Italia #stopCovid #vaccini #stopvariantedelta #Coronavirus #CoronavirusSicilia #CoronavirusItalia #Covid19Italia #greenpass #supergreenpass","Sicilia, Italia",37.587794,14.155048,Neutral,-0.2985,0.6489,0.3248,0.6489,0.0263,2025-12-05 13:26:52
"Seriously @DanaBashCNN @FaceTheNation this is journalism malpractice.
You are a Sunday show on a major network not a supermarket tabloid.
Act like it!
#COVID19 #COVIDIOTS #Misinformation https://t.co/Gjev3b3TYJ","Detroit, MI",42.3315509,-83.0466403,Negative,-0.8955,0.9032,0.9032,0.0891,0.0077,2025-12-05 13:26:52
#Guadalajara confirma 33 nuevos casos por infección de #Coronavirus en las últimas 24 horas @gobjccm #Covid19 @SanidadCR @SanidadAlbacete https://t.co/1cRzXxVk3u,Castilla-La Mancha,39.4177902,-2.6232332,Neutral,-0.3012,0.6406,0.3303,0.6406,0.0291,2025-12-05 13:26:52
"ATENCIÓ!!!
Cap positiu per #COVID19 a #Roquetes avui 3 de novembre amb dades de @salutcat
Respectem les mesures sanitàries! 
#Mascareta #NetejaMans #Distància #totaniraberoquetes https://t.co/pQTs2PlBJo",Roquetes,40.8203657,0.50343,Neutral,-0.0146,0.7334,0.1406,0.7334,0.126,2025-12-05 13:26:52
"Well done brother, that was another level🤩🎉. Keep leading and let's give thanks to he lord for the leadership of our country that efficiently fought #COVID19 so you can have an almost sold out event. #RwandaWorks #RwOT https://t.co/X2G2DJ8K3x",Global Citizen ,35.1769342,137.0890682,Positive,0.9757,0.9795,0.0038,0.0168,0.9795,2025-12-05 13:26:52
"@herbthefox1 @chrischirp Do You know who this lady is??  @chrischirp is with @IndependentSage the #Scientists who UK Government say they're listening to when they're clearly Not??  This lady knows what she's talking about so unless you're with #SAGE or a Scientist, please be quiet!! Thanks.  #COVID19","Guernsey, Channel Islands 🇬🇬",49.4578405,-2.5349672,Neutral,-0.2472,0.6049,0.3211,0.6049,0.0739,2025-12-05 13:26:52
"#SouthKorea is considering further reducing the maximum private gathering size and restoring curfews on business hours to tackle the fast spread of #COVID19 infections, Prime Minister Kim Boo-kyum said. https://t.co/0h84Y7hsoQ",New Delhi,28.6419258,77.2217499,Neutral,-0.0489,0.8925,0.0782,0.8925,0.0293,2025-12-05 13:26:52
"If you have symptoms of #COVID19, be sure to:
🛌Stay home! Do not leave home except for essential medical care or basic needs.
☎️Talk to your health care provider.
🤒Get tested: https://t.co/7UhsmpNxuT
🚨Call 911 in an emergency!
Learn more: https://t.co/g7qar94pmU https://t.co/DhJrIfV13F",New York City,40.7127281,-74.0060152,Neutral,-0.0795,0.7727,0.1534,0.7727,0.0739,2025-12-05 13:26:52
Corona: EU will Desinformation über Impfung stärker bekämpfen:  Brüssel – Angesichts der teils dramatischen Coronalage in einigen EU-Staaten will die Europäische Union (EU) mehr gegen Impfskepsis tun. Insbesondere… https://t.co/7rzEIj7eJK #EU #COVID19 #Impfen https://t.co/uFVxLYLIm9,Germany,51.1638175,10.4478313,Neutral,-0.0336,0.8647,0.0844,0.8647,0.0508,2025-12-05 13:26:52
"#NICHD-supported researchers @JohnsHopkins are studying potential effects of #COVID19 vaccination on  #menstruation. The study is recruiting across the U.S. If you plan on receiving your vaccine or booster, consider joining this virtual study: https://t.co/8EutqzKmKw","Bethesda, Maryland",38.9812726,-77.1233587,Neutral,0.1163,0.8637,0.01,0.8637,0.1263,2025-12-05 13:26:52
சென்னை விமான நிலையத்தில் கொரோனா பரிசோதனைக் கட்டணம் குறைந்தது  #rapidpcrtest #coronavirus #omicron #covid19 #கொரோனாவைரஸ் #ஓமிக்ரான் #கோவிட்19 https://t.co/64GvkXlkfR,India,22.3511148,78.6677428,Neutral,0.0643,0.7109,0.1124,0.7109,0.1767,2025-12-05 13:26:52
"How quarantine and social distancing policy can suppress the outbreak of novel #coronavirus... a #mathematical and statistical analysis, authored by Atiqur Chowdhury, et al. view more https://t.co/K1ipnMIEqq
#biometrics #Biostatistics  #statistics #COVID19 #covid","Budapest, Hungary",47.4978789,19.0402383,Neutral,-0.0223,0.8889,0.0667,0.8889,0.0444,2025-12-05 13:26:52
#CLM #CiudadReal da continuidad a la reforma del Barrio del Pilar y mejorará la eficiencia energética en el Quijote Arena @AYTO_CIUDADREAL #Coronavirus #Covid19 https://t.co/TqPsjSxEVj,Castilla-La Mancha,39.4177902,-2.6232332,Neutral,0.0258,0.8818,0.0462,0.8818,0.072,2025-12-05 13:26:52
"People can get reinfected from #Covid19 and the second infection can be worse. Some people have died from reinfection.

Even if you’ve had Covid before please get vaccinated and wear a mask.","New York, NY",40.7127281,-74.0060152,Negative,-0.7486,0.767,0.767,0.2146,0.0184,2025-12-05 13:26:52
"@Senado_Chile @Camara_cl #NOmasAFP  #ElPeorPresidenteDeLaHistoria #18Octubre 5.0😡💪 #EstadodeChileviolaDDHH #Dictadura #PandoraLeaks #COVID19 #VOLCOM  #FuerzaAbuelaConCuartoRetiro #VarianteDelta
#ConvencionConstitucional #PandorasPapers #acusacionconstitucionalparapiñera 😡💪 https://t.co/CToRqDdr2P",Chile,-31.7613365,-71.3187697,Neutral,-0.3116,0.5533,0.3791,0.5533,0.0675,2025-12-05 13:26:52
People of color who lead Forward Promise organizations are navigating personal and professional traumas during #TwoPandemics—#COVID19 and the #PandemicOfRacism. Learn about their rapid-response work and how philanthropy can support communities of color: https://t.co/5yq4EEihAd https://t.co/7Rs124se2B,Turtle Island,27.4414946,-111.8794375,Neutral,-0.114,0.6698,0.2221,0.6698,0.1081,2025-12-05 13:26:52
"Children aged 12-15 can get their #COVID19 vaccination either at school or by:

➡️ booking an appointment online for a vaccination centre or pharmacy

➡️ finding a walk-in vaccination site to get vaccinated without an appointment

Find out more: https://t.co/fkVfDWQVny https://t.co/ZUpb2g0E3V",England,52.5310214,-1.2649062,Neutral,0.0825,0.8868,0.0153,0.8868,0.0978,2025-12-05 13:26:52
"Like most Sundays it's a pretty quiet day for #Covid19 data around the world.

The latest wave that's caused real problems in Europe and spread to #USA is now starting to gather momentum again in South America - thx @COVID1943043792 for the tip.

Here are key indicators today:",The North of England,42.3605096,-71.2008497,Positive,0.4435,0.4906,0.0471,0.4623,0.4906,2025-12-05 13:26:52
"#Covid19 🦠 Retrouvez toutes les nouvelles mesures à respecter pour lutter contre la pandémie sur Yvelines-infos. 
➡️https://t.co/P16iEwWaN2 https://t.co/tXOPW92FNm","Yvelines, Ile-de-France",48.7620374,1.8871376,Neutral,-0.2511,0.6949,0.2781,0.6949,0.027,2025-12-05 13:26:52
"The report presents the extent to which Uganda’s #COVID19 recovery packages worked for or against natural capital. 

#NaturalcapitalUg",Uganda,1.5333554,32.2166578,Neutral,-0.1816,0.784,0.1988,0.784,0.0172,2025-12-05 13:26:52
"#Karnataka reports 303 new #Covid19 cases, 2 deaths in the last 24 hours

Read more: https://t.co/KaZxlJFvLH https://t.co/Ba2pUbGJAJ",India,22.3511148,78.6677428,Negative,-0.6266,0.6397,0.6397,0.3472,0.0131,2025-12-05 13:26:52
"Sabemos que tu visión será de gran utilidad para impulsar el bachillerato a nivel nacional, así como para hacerle frente a los retos producto de la pandemia por #Covid19.",Guadalajara,20.6720375,-103.338396,Neutral,-0.1128,0.7651,0.1738,0.7651,0.061,2025-12-05 13:26:52
"@lucyallan Do you really think 50,000 cases a day and at least 700 avoidable deaths a day is a success?

Maybe you should aim a bit higher?

#COVID19",London,51.5074456,-0.1277653,Negative,-0.8303,0.8444,0.8444,0.1415,0.0141,2025-12-05 13:26:52
"@VickyisGrateful Every unmasked, unvaccinated, dewormer consuming person will say ""We are fine, no need to worry about us."" are the first to lawyer up when one or all test positive for #COVID19 .","New Mexico, USA",34.5802074,-105.996047,Neutral,-0.2077,0.5285,0.3396,0.5285,0.1319,2025-12-05 13:26:52
Dr Omar Hamada on the #Omicron Variant and could it spell the end for #Plandemic #Covid19 #SCAMDEMIC 👇👇👇👇💥💥💥💥 https://t.co/v8NGmwL58S,Uk,54.7023545,-3.2765753,Neutral,-0.0441,0.8391,0.1025,0.8391,0.0584,2025-12-05 13:26:52
See information on a series of sessions for parents. They will focus on answer questions related to giving the #COVID19 #vaccine to children aged 5-11 years. Have questions? Please join! @CincyChildrens @hcollaborative https://t.co/txGKg787sF,"Cincinnati, OH",39.1014537,-84.5124602,Neutral,0.2052,0.7836,0.0056,0.7836,0.2108,2025-12-05 13:26:52
"#COVID19 Aunque ya hayas enfermado, ¡vácunate!
Frente al COVID, más vale #PREVENIMSS https://t.co/tC95Y8Ly4D","Guadalupe, Zacatecas",22.7823842,-102.4505058,Neutral,-0.2988,0.5156,0.3916,0.5156,0.0928,2025-12-05 13:26:52
"Listen. Covid regulations and potential #PlanB is about protecting yourself, your family and loved ones - and the NHS. 

It’s not about doing what a clustercunt at Number 10 wants you to do, despite not doing it themselves. 

#downingstreetparty #COVID19 #OmicronVirus","York, England",53.9656579,-1.0743052,Neutral,-0.4184,0.486,0.4662,0.486,0.0478,2025-12-05 13:26:52
@FourWinns298 ...  and the numbers go up and the restrictions come down. I don't think it's a matter of IF you will get #Covid19 anymore; it's a matter of WHEN.,Kawartha Lakes,44.3596825,-78.7421729,Negative,-0.6284,0.6478,0.6478,0.3328,0.0194,2025-12-05 13:26:52
"J'en peux plus de #linkedin 3 posts sur 5 sont de la propagande pour le vaccin d'autres fiers d'avoir pris leur 3eme dose, je croyais que c'était un réseau pro ? Ça commence à bien faire cette pub qui n'a pas sa place sur ce réseau #COVID19 #vaccination #PassSanitaire",Paris,48.8534951,2.3483915,Neutral,-0.1094,0.8118,0.1488,0.8118,0.0394,2025-12-05 13:26:52
"Yes, MA is a national leader in #COVID19 💉 rates. But we have ~ 2M unvaccinated and &gt; 2M vaccinated &gt; 6 mos ago without boosters. We have worse variants and fewer public health protections than last winter. We need immediate multi-pronged action to avoid bad outcomes. #mapoli","Boston, MA",42.3588336,-71.0578303,Negative,-0.75,0.7695,0.7695,0.211,0.0195,2025-12-05 13:26:52
"#Europe has so far recorded a few dozens of infections with the #Omicron variant

#COVID19
https://t.co/hI1zz0Tudb",India,22.3511148,78.6677428,Neutral,-0.4698,0.4939,0.488,0.4939,0.0182,2025-12-05 13:26:52
"Por completarse meta de #vacunacion  infantil en 
#PiedrasNegras  #Coahuila   #COVID19  

https://t.co/Yo9KYXn0U6 https://t.co/VArGyhsmmI","Saltillo, Coahuila, México",25.4230425,-100.9927509,Neutral,-0.1849,0.7505,0.2172,0.7505,0.0323,2025-12-05 13:26:52
"If the Amazon (forest) is the ""lungs of the planet"", then humans are to this planet what #covid19 is to humans",North Pole,64.750997,-147.349319,Negative,-0.6476,0.6694,0.6694,0.3088,0.0218,2025-12-05 13:26:52
"U.S. hospitalizations rise, driven by surges in four states #TrumpVirus #COVID19 #coronavirus #OmicronVariant 
https://t.co/3mJnGV6MrT",NY,43.1561681,-75.8449946,Negative,-0.6447,0.6651,0.6651,0.3145,0.0204,2025-12-05 13:26:52
"This can be a chance for #Xavi to be in starting lineup this Sunday 🤷🏻‍♂️...!😂😅

@BarcaUniversal @barcacentre 

#Coach #Legend #player #FCBarcelona #COVID19 #WantToSeeXaviPlayOnceAgain","San Jose, CA",37.3361663,-121.890591,Positive,0.753,0.7604,0.0074,0.2322,0.7604,2025-12-05 13:26:52
"“El Fondo Monetario Internacional, @FMInoticias, afirma que la transparencia en el uso de los fondos #COVID19 y el buen manejo de la pandemia han sido impulsores de la fuerte recuperación de nuestra economía”, Presidente @nayibbukele. https://t.co/nLFS3xwsjT",San Salvador,13.697629,-89.191156,Neutral,0.008,0.8373,0.0774,0.8373,0.0854,2025-12-05 13:26:52
"Θετικός στον κορωνοϊό ο αντιπρόεδρος της Τουρκίας, Φουάτ Οκτάι #Turkey #COVID19 #news #offsitenews 

https://t.co/NTMvx4asmI",Cyprus,34.9174159,32.8899027,Neutral,-0.0196,0.8706,0.0745,0.8706,0.0549,2025-12-05 13:26:52
"#Delhi reports 36 new cases, one death, and 47 recoveries in the last 24 hours. Active cases 349

#covid19",Jammu And Kashmir,33.6649297,75.1629584,Neutral,-0.4258,0.5426,0.4416,0.5426,0.0158,2025-12-05 13:26:52
"New Blog Post: December 2nd, 2021 BC #COVID-19 Pandemic Update.  View at https://t.co/rloAQDhwTA #cariboopoli #bcpoli #cdnpoli #COVID19 #COVID19BC #COVID19Canada #WellsBC #Quesnel #WilliamsLake #100MileHouse #CaribooRD",Williams Lake,52.1292657,-122.1397259,Neutral,0.0064,0.9312,0.0312,0.9312,0.0376,2025-12-05 13:26:52
"Let this be ANOTHER wake up call to everyone....

WORK OUT AND LIVE A HEALTHY LIFE!!!

If you're healthy then you have even less to fear from this BS virus news. #COVID19",Digital Nomad,52.1739932,9.9321267,Positive,0.0609,0.3575,0.2966,0.3459,0.3575,2025-12-05 13:26:52
"#Unite2FightCorona
#LargestVaccineDrive
#OmicronVariant 

#COVID19 Update https://t.co/ZQtbbHa5ge",New Delhi,28.6419258,77.2217499,Neutral,-0.1321,0.7061,0.213,0.7061,0.0809,2025-12-05 13:26:52
"Update on #COVID19 Vaccine Availability in States/UTs

 More than 118Crore vaccine doses provided to States/UTs

 More than 16.13 Crore balance and unutilized vaccine doses still available with States/UTs

Details: https://t.co/4DRnBQVMDG https://t.co/l42kk1DWRZ","Aliganj, Lucknow",26.90515,80.9479913,Neutral,0.119,0.8382,0.0214,0.8382,0.1404,2025-12-05 13:26:52
Covid Rapid antigen tests are going to cost $10-$15 per test with no subsidy from Medicare. That cost is going to preclude alot of Aussies living pay cheque to pay cheque &amp; going to add up quick even for those who aren’t. #RapidAntigenTests #Australia #Covid19 #COVID19Aus,Sydney Australia,-33.8698439,151.2082848,Negative,-0.4803,0.5137,0.5137,0.4529,0.0334,2025-12-05 13:26:52
"#COVID19 #vacunacion #Sevilla 
https://t.co/aiVPEVtpLN",Sevilla,37.3886303,-5.9953403,Neutral,-0.4287,0.5255,0.4516,0.5255,0.0229,2025-12-05 13:26:52
"“Dear Editor… It is time for the west to turn its gaze away from African bodies and focus on its own declining fertility and increasing COVID cases.” @Alatenumo Ahmed Olayinka Sule, CFA

#COVID19 #OmnicronVariant 

https://t.co/7G2StItOO4",Johannesburg | Maseru,-26.2081202,27.8897373,Neutral,-0.405,0.555,0.425,0.555,0.02,2025-12-05 13:26:52
@benshapiro #WaukeshaMassacre #COVID19 #OmnicronVariant,RI ,42.4147364,12.8858881,Negative,-0.6509,0.6681,0.6681,0.3147,0.0172,2025-12-05 13:26:52
"🇫🇷 FLASH - Gabriel #Attal estime ""logique"" que la 3e dose devienne obligatoire pour tous les publics concernés. (BFMTV) #COVID19France #COVID19",France,46.603354,1.8883335,Neutral,-0.2116,0.742,0.2348,0.742,0.0232,2025-12-05 13:26:52
"REPORT: #Illinois Family Credits #Ivermectin With Saving The Life Of Their Father Hospitalized With Serious #COVID19. Ivermectin Was Only Given After A Judge Forced The Hospital To Give The Treatment!
https://t.co/21Wd2K83QC","Fort Worth, TX",32.753177,-97.3327459,Neutral,0.0814,0.7548,0.0819,0.7548,0.1633,2025-12-05 13:26:52
🔴#ÚLTIMAHORA | El TSJC autoriza el certificado de vacunación contra el #COVID19 para el acceso a locales públicos y privados. https://t.co/ZhyVRtPzqD,"Islas Canarias, España",28.2935785,-16.6214471,Neutral,-0.0417,0.8765,0.0826,0.8765,0.0409,2025-12-05 13:26:52
"9 #SolucionesTecnológicas que puede aplicar tu empresa para superar la crisis del #COVID19 💻⭐

https://t.co/JnuNRDbXXU https://t.co/VoJRI46RCq",Santa Cruz de Tenerife,28.467178,-16.2507843,Neutral,0.0318,0.8425,0.0628,0.8425,0.0946,2025-12-05 13:26:52
"Parents: If you have any questions about vaccinating your child, please visit the @CDCgov website or speak with your pediatrician. #COVID19 𝘢𝘯𝘥 flu vaccine appointments can be made @ https://t.co/OgJ7A1jzGp.","Pasadena, CA",34.1476507,-118.144155,Neutral,0.0409,0.9029,0.0281,0.9029,0.069,2025-12-05 13:26:52
"👍   5 Habilidades necesarias para triunfar con una startup en España en tiempos del #COVID19

#emprendedores #emprendimiento #startups

https://t.co/Kr3vwPtV8P https://t.co/yXj611vMwu","Madrid, Comunidad de Madrid",40.416782,-3.703507,Positive,0.6432,0.6567,0.0135,0.3298,0.6567,2025-12-05 13:26:52
Would you expect anything less from big pharma? #BigPharma #lies #COVID #COVID19 #offbrand #FDA #MedicalFreedom #BTCM https://t.co/CujK9DXC8B,"Arvada, CO",39.8005505,-105.0811573,Negative,-0.7029,0.7202,0.7202,0.2625,0.0173,2025-12-05 13:26:52
"#Promotion of the month

#เทรนเนอร์ขายเวย์ #PersonalTrainer #ผู้ฝึกสอนออกกำลังกายส่วนบุคคล #YogaInstructor #ครูสอนโยคะ #BangkokYoga #RYS200 #freelancetrainer #Nutrition #WeightLoss #FitThailand #ACECertificated #ACEFamily #Tattoo #covid19 https://t.co/YrMvKkuica",Bangkok,13.7524938,100.4935089,Neutral,0.2148,0.7628,0.0112,0.7628,0.226,2025-12-05 13:26:52
"Los tradicionales castells vuelven a Cataluña por primera vez desde que empezó la pandemia de #COVID19.
Este fin de semana estas torres humanas volvieron a formarse en la plaza de Valls de Barcelona. https://t.co/zLdhWMsHhU",Europa,51.0,10.0,Neutral,-0.0429,0.8267,0.1081,0.8267,0.0652,2025-12-05 13:26:52
"Covid: WHO warns pandemic will drag on into 2022.
#COVID19
#Covid19UK
#Covid_19
#COVID
#WHO
https://t.co/tQTVCgUlrw
https://t.co/K8cJXv9s5T","Dhaka, Bangladesh",23.7643863,90.3890144,Negative,-0.7497,0.7642,0.7642,0.2213,0.0145,2025-12-05 13:26:52
"#Deportes 🆕️ El partido de mañana entre el @UMAAntequera y @oparrulofs, que se iba a ofrecer mañana en directo en #101tv (12h), queda aplazado por positivos #COVID19 en el conjunto gallego. https://t.co/n6qNvmMOxq","Antequera, Málaga ",37.0183652,-4.5596649,Neutral,-0.0169,0.8861,0.0654,0.8861,0.0485,2025-12-05 13:26:52
